,playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,IP
27639,noboaju01,1990,1,MON,NL,0,0,1,0,0,0,0,2,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,2.0,1,0,0.0,0.0,1.0,0.67
27640,nolesdi01,1990,1,PHI,NL,0,1,1,0,0,0,0,1,2,1,0,0,0,0.667,27.0,0.0,0,0.0,0,3.0,1,1,0.0,0.0,0.0,0.33
27641,norrimi01,1990,1,OAK,AL,1,0,14,0,0,0,0,81,24,9,0,9,16,0.242,3.0,0.0,3,2.0,2,113.0,9,10,2.0,1.0,3.0,27.0
27642,nosekra01,1990,1,DET,AL,1,1,3,2,0,0,0,21,7,6,1,9,3,0.28,7.71,1.0,1,0.0,0,35.0,0,7,0.0,1.0,3.0,7.0
27643,novoara01,1990,1,SFN,NL,0,1,7,2,0,0,1,56,21,14,3,13,14,0.284,6.75,1.0,0,0.0,0,88.0,2,14,0.0,1.0,1.0,18.67
27644,nunezed01,1990,1,DET,AL,3,1,42,0,0,0,6,241,65,20,4,37,66,0.218,2.24,6.0,4,2.0,0,343.0,15,26,5.0,1.0,8.0,80.33
27645,nunezjo01,1990,1,CHN,NL,4,7,21,10,0,0,0,182,61,44,5,34,40,0.27,6.53,4.0,2,0.0,2,274.0,4,47,11.0,3.0,6.0,60.67
27646,ojedabo01,1990,1,NYN,NL,7,6,38,12,0,0,0,354,123,48,10,40,62,0.272,3.66,4.0,2,2.0,3,500.0,9,53,3.0,3.0,11.0,118.0
27647,olinst01,1990,1,CLE,AL,4,4,50,1,0,0,1,277,96,35,3,26,64,0.27,3.41,2.0,0,6.0,0,394.0,16,41,5.0,2.0,13.0,92.33
27648,olivaom01,1990,1,SLN,NL,1,1,9,6,0,0,0,148,45,16,2,17,20,0.249,2.92,0.0,1,2.0,1,201.0,0,17,1.0,0.0,5.0,49.33
27649,olivefr01,1990,1,SFN,NL,2,2,33,2,0,0,2,166,47,17,5,21,41,0.23,2.77,6.0,2,2.0,1,231.0,9,22,1.0,3.0,3.0,55.33
27650,olsongr01,1990,1,BAL,AL,6,5,64,0,0,0,37,223,57,20,3,31,74,0.213,2.42,3.0,5,3.0,0,305.0,58,20,1.0,2.0,6.0,74.33
27651,onealra01,1990,1,SFN,NL,1,0,26,0,0,0,0,141,58,20,3,18,30,0.314,3.83,4.0,4,0.0,1,208.0,4,23,3.0,2.0,6.0,47.0
27652,ontivst02,1990,1,PHI,NL,0,0,5,0,0,0,0,30,9,3,1,3,6,0.225,2.7,0.0,0,0.0,0,43.0,1,3,0.0,0.0,0.0,10.0
27653,oroscje01,1990,1,CLE,AL,5,4,55,0,0,0,2,194,58,28,9,38,55,0.239,3.9,7.0,1,0.0,0,289.0,28,35,5.0,3.0,5.0,64.67
27654,osunaal01,1990,1,HOU,NL,2,0,12,0,0,0,0,34,10,6,1,6,6,0.27,4.76,1.0,3,3.0,0,48.0,2,6,0.0,2.0,3.0,11.33
27655,ottoda01,1990,1,OAK,AL,0,0,2,0,0,0,0,7,3,2,0,3,2,0.3,7.71,0.0,0,0.0,0,13.0,2,3,0.0,0.0,1.0,2.33
27656,palacvi01,1990,1,PIT,NL,0,0,7,0,0,0,3,45,4,0,0,2,8,0.083,0.0,0.0,2,0.0,0,50.0,4,0,0.0,0.0,0.0,15.0
27657,palldo01,1990,1,CHA,AL,3,5,56,0,0,0,2,228,63,28,7,24,39,0.232,3.32,8.0,2,4.0,0,306.0,11,33,4.0,2.0,13.0,76.0
27658,parkecl01,1990,1,NYA,AL,1,1,5,2,0,0,0,66,19,11,5,7,20,0.229,4.5,1.0,1,0.0,0,91.0,1,11,0.0,1.0,0.0,22.0
27659,parkecl01,1990,2,DET,AL,2,2,24,1,0,0,0,153,45,18,6,25,20,0.242,3.18,5.0,3,1.0,0,217.0,7,18,3.0,2.0,4.0,51.0
27660,parreje01,1990,1,PHI,NL,4,9,47,5,0,0,1,245,92,47,10,36,69,0.293,5.18,8.0,3,1.0,1,355.0,14,51,3.0,1.0,8.0,81.67
27661,parreje01,1990,2,ATL,NL,1,1,20,0,0,0,1,81,27,9,1,19,17,0.281,3.0,2.0,2,1.0,0,124.0,5,11,4.0,4.0,2.0,27.0
27662,pattebo01,1990,1,PIT,NL,8,5,55,5,0,0,5,284,88,31,9,21,70,0.249,2.95,7.0,1,3.0,2,386.0,19,33,5.0,3.0,8.0,94.67
27663,patteke01,1990,1,CHA,AL,2,1,43,0,0,0,2,199,58,25,6,34,40,0.242,3.39,1.0,2,2.0,0,283.0,15,27,2.0,5.0,5.0,66.33
27664,pavlada01,1990,1,CHN,NL,2,0,13,0,0,0,0,64,23,5,2,6,12,0.271,2.11,2.0,3,0.0,0,93.0,3,7,0.0,2.0,2.0,21.33
27665,penaal01,1990,1,NYN,NL,3,3,52,0,0,0,5,228,71,27,4,22,76,0.245,3.2,5.0,0,1.0,0,320.0,32,31,1.0,6.0,3.0,76.0
27666,perezme01,1990,1,CHA,AL,13,14,35,35,3,3,0,591,177,101,14,86,161,0.241,4.61,1.0,8,2.0,4,833.0,0,111,4.0,6.0,20.0,197.0
27667,perezmi01,1990,1,SLN,NL,1,0,13,0,0,0,1,41,12,6,0,3,5,0.24,3.95,0.0,0,0.0,0,55.0,7,6,0.0,2.0,0.0,13.67
27668,perezpa01,1990,1,NYA,AL,1,2,3,3,0,0,0,42,8,2,0,3,12,0.163,1.29,0.0,1,0.0,0,52.0,0,3,0.0,0.0,1.0,14.0
27669,perrypa02,1990,1,LAN,NL,0,0,7,0,0,0,0,20,9,6,0,5,2,0.31,8.1,1.0,2,1.0,0,36.0,2,7,0.0,1.0,0.0,6.67
27670,peterad01,1990,1,CHA,AL,2,5,20,11,2,0,0,255,90,43,12,26,29,0.278,4.55,0.0,3,2.0,0,357.0,4,46,2.0,3.0,9.0,85.0
27671,petryda01,1990,1,DET,AL,10,9,32,23,1,0,0,449,148,74,14,77,73,0.263,4.45,7.0,10,1.0,0,655.0,2,78,8.0,6.0,13.0,149.67
27672,picoje01,1990,1,CHN,NL,4,4,31,8,0,0,2,276,120,49,7,37,37,0.321,4.79,10.0,2,1.0,1,421.0,8,53,7.0,2.0,11.0,92.0
27673,plesada01,1990,1,ML4,AL,3,7,66,0,0,0,24,207,67,34,5,31,65,0.257,4.43,6.0,2,3.0,0,299.0,52,36,2.0,2.0,8.0,69.0
27674,plunker01,1990,1,NYA,AL,6,3,47,0,0,0,0,218,58,22,6,43,67,0.225,2.72,4.0,4,2.0,2,310.0,16,27,7.0,0.0,4.0,72.67
27675,pooleji02,1990,1,LAN,NL,0,0,16,0,0,0,0,32,7,5,1,8,6,0.184,4.22,4.0,1,0.0,0,46.0,4,5,0.0,0.0,2.0,10.67
27676,portuma01,1990,1,HOU,NL,11,10,32,32,1,0,0,590,187,79,21,67,136,0.25,3.62,4.0,6,4.0,0,831.0,0,90,7.0,6.0,16.0,196.67
27677,powelde01,1990,1,SEA,AL,0,0,2,0,0,0,0,9,5,3,0,2,0,0.357,9.0,0.0,0,1.0,0,17.0,1,3,0.0,0.0,0.0,3.0
27678,powelde01,1990,2,ML4,AL,0,4,9,7,0,0,0,118,59,30,0,19,23,0.341,6.86,0.0,2,1.0,0,197.0,1,37,2.0,2.0,2.0,39.33
27679,powerte01,1990,1,PIT,NL,1,3,40,0,0,0,7,155,50,21,5,17,42,0.255,3.66,6.0,1,0.0,0,218.0,25,23,3.0,2.0,4.0,51.67
27680,pricejo02,1990,1,BAL,AL,3,4,50,0,0,0,0,196,62,26,8,24,54,0.253,3.58,2.0,1,0.0,0,273.0,12,29,3.0,1.0,7.0,65.33
27681,quiseda01,1990,1,SFN,NL,0,1,5,0,0,0,0,20,13,10,1,3,2,0.419,13.5,2.0,0,0.0,1,37.0,2,12,0.0,3.0,0.0,6.67
27682,radinsc01,1990,1,CHA,AL,6,1,62,0,0,0,4,157,47,28,1,36,46,0.241,4.82,1.0,2,2.0,1,237.0,18,29,2.0,2.0,5.0,52.33
27683,rasmude01,1990,1,SDN,NL,11,15,32,32,3,1,0,563,217,94,28,62,86,0.292,4.51,4.0,9,3.0,1,825.0,0,110,14.0,4.0,13.0,187.67
27684,reardje01,1990,1,BOS,AL,5,3,47,0,0,0,21,154,39,18,5,19,33,0.206,3.16,4.0,0,1.0,0,210.0,37,19,1.0,0.0,2.0,51.33
27685,reedje01,1990,1,SEA,AL,0,1,4,0,0,0,0,22,8,4,1,3,2,0.286,4.91,0.0,0,0.0,0,31.0,1,4,0.0,0.0,2.0,7.33
27686,reedje01,1990,2,BOS,AL,2,1,29,0,0,0,2,135,55,24,1,16,17,0.302,4.8,2.0,7,0.0,1,203.0,15,27,2.0,3.0,5.0,45.0
27687,reedri01,1990,1,PIT,NL,2,3,13,8,1,1,1,161,62,26,6,12,27,0.279,4.36,6.0,0,1.0,0,238.0,2,32,2.0,1.0,0.0,53.67
27688,reuscri01,1990,1,SFN,NL,3,6,15,13,0,0,1,261,102,38,8,31,49,0.297,3.93,9.0,1,1.0,0,390.0,1,40,10.0,5.0,6.0,87.0
27689,reussje01,1990,1,PIT,NL,0,0,4,1,0,0,0,23,8,3,1,3,1,0.267,3.52,1.0,1,0.0,0,34.0,0,3,1.0,0.0,0.0,7.67
27690,richaje02,1990,1,CAL,AL,0,0,1,0,0,0,0,1,1,0,0,0,0,0.5,0.0,0.0,0,0.0,0,2.0,1,0,0.0,0.0,0.0,0.33
27691,richaru01,1990,1,ATL,NL,0,0,1,0,0,0,0,3,2,3,1,1,0,0.4,27.0,0.0,0,0.0,0,6.0,1,3,0.0,0.0,0.0,1.0
27692,righeda01,1990,1,NYA,AL,1,1,53,0,0,0,36,159,48,21,8,26,43,0.234,3.57,2.0,2,2.0,0,235.0,47,24,1.0,1.0,4.0,53.0
27693,rijojo01,1990,1,CIN,NL,14,8,29,29,7,1,0,591,151,59,10,78,152,0.212,2.7,1.0,2,2.0,5,801.0,0,65,8.0,1.0,10.0,197.0
27694,ritzke01,1990,1,DET,AL,0,4,4,4,0,0,0,22,14,9,0,14,3,0.4,11.05,2.0,3,0.0,0,52.0,0,12,3.0,0.0,1.0,7.33
27695,robindo01,1990,1,SFN,NL,10,7,26,25,4,0,0,473,173,80,18,41,78,0.28,4.57,8.0,2,1.0,0,667.0,0,84,4.0,3.0,6.0,157.67
27696,robinje01,1990,1,NYA,AL,3,6,54,4,1,0,0,266,82,34,8,34,43,0.248,3.45,3.0,2,1.0,0,372.0,12,35,5.0,1.0,12.0,88.67
27697,robinje02,1990,1,DET,AL,10,9,27,27,1,1,0,435,141,96,23,88,76,0.256,5.96,9.0,16,6.0,1,654.0,0,101,3.0,5.0,13.0,145.0
27698,robinro01,1990,1,CIN,NL,2,2,6,5,0,0,0,94,36,17,2,14,14,0.295,4.88,0.0,1,0.0,0,137.0,0,18,1.0,0.0,4.0,31.33
27699,robinro01,1990,2,ML4,AL,12,5,22,22,7,2,0,445,158,48,5,37,57,0.275,2.91,1.0,2,6.0,0,627.0,0,60,3.0,7.0,10.0,148.33
27700,rochfmi01,1990,1,BOS,AL,0,1,2,1,0,0,0,12,10,8,1,4,0,0.526,18.0,0.0,1,0.0,0,25.0,0,10,1.0,1.0,1.0,4.0
27701,rodriri01,1990,1,SFN,NL,0,0,3,0,0,0,0,10,5,3,0,2,2,0.357,8.1,0.0,0,0.0,0,16.0,0,3,0.0,0.0,0.0,3.33
27702,rodriri02,1990,1,SDN,NL,1,1,32,0,0,0,1,143,52,15,2,16,22,0.287,2.83,4.0,1,1.0,1,201.0,15,17,2.0,1.0,9.0,47.67
27703,rodriro02,1990,1,CIN,NL,0,0,9,0,0,0,0,31,15,7,3,2,8,0.357,6.1,0.0,0,1.0,0,47.0,4,7,1.0,1.0,1.0,10.33
27704,roeslmi01,1990,1,PIT,NL,1,0,5,0,0,0,0,18,5,2,1,2,4,0.217,3.0,0.0,0,0.0,0,25.0,1,2,0.0,0.0,0.0,6.0
27705,rogerke01,1990,1,TEX,AL,10,6,69,3,0,0,15,293,93,34,6,42,74,0.249,3.13,5.0,5,1.0,0,428.0,46,40,7.0,4.0,5.0,97.67
27706,rojasme01,1990,1,MON,NL,3,1,23,0,0,0,1,120,34,16,5,24,26,0.234,3.6,4.0,2,2.0,0,173.0,5,17,2.0,0.0,1.0,40.0
27707,rosenst01,1990,1,CHA,AL,1,0,6,0,0,0,0,30,10,6,2,5,4,0.256,5.4,0.0,0,0.0,0,44.0,3,6,0.0,0.0,1.0,10.0
27708,rossma01,1990,1,PIT,NL,1,0,9,0,0,0,0,38,11,5,2,4,5,0.244,3.55,2.0,1,0.0,0,50.0,6,5,1.0,0.0,0.0,12.67
27709,ruffibr01,1990,1,PHI,NL,6,13,32,25,2,1,0,447,178,89,14,62,79,0.297,5.38,7.0,3,1.0,2,678.0,1,99,10.0,6.0,10.0,149.0
27710,ruskisc01,1990,1,PIT,NL,2,2,44,0,0,0,2,143,50,16,2,28,34,0.269,3.02,3.0,3,2.0,1,221.0,8,21,3.0,2.0,5.0,47.67
27711,ruskisc01,1990,2,MON,NL,1,0,23,0,0,0,0,83,25,7,2,10,23,0.243,2.28,3.0,0,0.0,0,115.0,4,7,2.0,0.0,2.0,27.67
27712,russeje01,1990,1,TEX,AL,1,5,27,0,0,0,10,76,23,12,1,16,16,0.253,4.26,5.0,2,0.0,0,111.0,22,15,3.0,1.0,3.0,25.33
27713,ryanno01,1990,1,TEX,AL,13,9,30,30,5,2,0,612,137,78,18,74,232,0.188,3.44,2.0,9,7.0,1,818.0,0,86,3.0,5.0,5.0,204.0
27714,saberbr01,1990,1,KCA,AL,5,9,20,20,5,0,0,405,146,49,9,28,87,0.279,3.27,1.0,1,1.0,0,561.0,0,52,4.0,4.0,10.0,135.0
27715,sampebi01,1990,1,MON,NL,12,7,59,4,0,0,2,271,94,30,7,33,69,0.268,2.99,6.0,4,2.0,0,394.0,26,34,5.0,3.0,3.0,90.33
27716,sanchis01,1990,1,KCA,AL,0,0,11,0,0,0,0,29,16,9,1,3,5,0.381,8.38,0.0,0,1.0,0,47.0,3,9,0.0,1.0,2.0,9.67
27717,sandesc01,1990,1,OAK,AL,17,11,34,34,2,1,0,619,205,89,27,66,128,0.255,3.88,2.0,7,4.0,1,885.0,0,99,4.0,8.0,6.0,206.33
27718,savagja01,1990,1,MIN,AL,0,2,17,0,0,0,1,78,37,24,3,11,12,0.339,8.31,1.0,4,0.0,0,121.0,9,26,0.0,1.0,2.0,26.0
27719,schatda01,1990,1,HOU,NL,1,3,45,2,0,0,0,192,61,17,2,23,37,0.261,2.39,4.0,2,0.0,0,264.0,13,23,2.0,5.0,8.0,64.0
27720,schatda01,1990,2,NYN,NL,0,0,6,0,0,0,0,17,5,0,0,0,2,0.263,0.0,0.0,0,0.0,0,19.0,3,0,0.0,0.0,3.0,5.67
27721,schilcu01,1990,1,BAL,AL,1,2,35,0,0,0,3,138,38,13,1,19,32,0.229,2.54,0.0,0,0.0,0,191.0,16,13,2.0,4.0,4.0,46.0
27722,schirca01,1990,1,SDN,NL,3,8,42,8,0,0,1,312,105,51,11,60,74,0.264,4.41,6.0,3,1.0,1,468.0,14,59,7.0,3.0,6.0,104.0
27723,schmida01,1990,1,MON,NL,3,3,34,0,0,0,13,144,58,23,3,13,22,0.299,4.31,5.0,1,0.0,0,213.0,20,26,4.0,1.0,5.0,48.0
27724,schoomi01,1990,1,SEA,AL,1,4,49,0,0,0,30,168,47,14,5,16,45,0.227,2.25,5.0,1,1.0,0,229.0,45,18,3.0,2.0,2.0,56.0
27725,schwami01,1990,1,DET,AL,0,0,1,0,0,0,0,11,5,1,0,0,1,0.357,2.45,0.0,0,0.0,0,15.0,0,1,1.0,0.0,1.0,3.67
27726,scottmi03,1990,1,HOU,NL,9,13,32,32,4,2,0,617,194,87,27,66,121,0.246,3.81,6.0,1,1.0,3,871.0,0,102,7.0,8.0,9.0,205.67
27727,scuddsc01,1990,1,CIN,NL,5,5,21,10,0,0,0,215,74,39,12,30,42,0.265,4.9,4.0,2,3.0,2,316.0,3,41,3.0,1.0,4.0,71.67
27728,seaneru01,1990,1,CLE,AL,2,1,24,0,0,0,0,82,22,17,2,25,24,0.22,5.6,1.0,5,1.0,0,127.0,12,17,0.0,1.0,2.0,27.33
27729,searara01,1990,1,LAN,NL,1,0,29,0,0,0,0,97,30,10,1,10,19,0.25,2.78,0.0,5,0.0,0,136.0,8,11,2.0,4.0,2.0,32.33
27730,searcst01,1990,1,DET,AL,2,7,16,12,1,0,0,226,76,39,9,51,66,0.27,4.66,3.0,3,0.0,0,341.0,2,44,2.0,6.0,9.0,75.33
27731,sebrabo01,1990,1,ML4,AL,1,2,10,0,0,0,0,33,20,10,1,5,4,0.408,8.18,1.0,1,1.0,0,59.0,2,10,2.0,2.0,0.0,11.0
27732,shawje01,1990,1,CLE,AL,3,4,12,9,0,0,0,146,73,36,11,20,25,0.356,6.66,0.0,3,0.0,0,229.0,0,38,1.0,3.0,6.0,48.67
27733,sherrti01,1990,1,SLN,NL,0,0,8,0,0,0,0,13,10,3,0,3,3,0.476,6.23,0.0,1,0.0,0,25.0,2,5,1.0,0.0,1.0,4.33
27734,shower01,1990,1,SDN,NL,6,8,39,12,0,0,1,319,131,68,16,41,55,0.306,5.76,9.0,3,4.0,3,482.0,14,74,5.0,4.0,7.0,106.33
27735,siskdo01,1990,1,ATL,NL,0,0,3,0,0,0,0,7,1,1,0,4,1,0.143,3.86,0.0,1,0.0,0,13.0,2,1,0.0,2.0,0.0,2.33
27736,smilejo01,1990,1,PIT,NL,9,10,26,25,2,0,0,448,161,77,15,36,86,0.275,4.64,1.0,2,2.0,2,632.0,0,83,5.0,4.0,9.0,149.33
27737,smithbr01,1990,1,SLN,NL,9,8,26,25,0,0,0,424,160,67,11,30,78,0.286,4.27,1.0,2,4.0,0,605.0,0,81,7.0,5.0,13.0,141.33
27738,smithda02,1990,1,HOU,NL,6,6,49,0,0,0,23,181,45,16,4,20,50,0.21,2.39,4.0,5,0.0,5,239.0,42,18,4.0,1.0,4.0,60.33
27739,smithda04,1990,1,KCA,AL,0,1,2,1,0,0,0,20,5,3,0,4,6,0.238,4.05,0.0,0,0.0,0,27.0,1,3,0.0,2.0,1.0,6.67
27740,smithle02,1990,1,BOS,AL,2,1,11,0,0,0,4,43,13,3,0,9,17,0.236,1.88,2.0,1,0.0,0,64.0,8,4,0.0,0.0,0.0,14.33
27741,smithle02,1990,2,SLN,NL,3,4,53,0,0,0,27,206,58,16,3,20,70,0.227,2.1,5.0,1,0.0,0,280.0,45,20,2.0,3.0,2.0,68.67
27742,smithmi05,1990,1,BAL,AL,0,0,2,0,0,0,0,9,4,4,2,1,2,0.308,12.0,0.0,0,0.0,0,14.0,1,4,0.0,0.0,0.0,3.0
27743,smithpe02,1990,1,ATL,NL,5,6,13,13,3,0,0,231,77,41,11,24,56,0.26,4.79,2.0,2,0.0,1,327.0,0,45,4.0,3.0,7.0,77.0
27744,smithro01,1990,1,MIN,AL,5,10,32,23,1,1,0,460,191,82,20,47,87,0.313,4.81,4.0,10,0.0,0,671.0,1,91,2.0,11.0,11.0,153.33
27745,smithza01,1990,1,MON,NL,6,7,22,21,1,0,0,418,141,50,11,41,80,0.266,3.23,3.0,1,3.0,0,578.0,0,57,2.0,2.0,21.0,139.33
27746,smithza01,1990,2,PIT,NL,6,2,11,10,3,2,0,228,55,11,4,9,50,0.203,1.3,1.0,1,0.0,0,282.0,1,20,1.0,1.0,13.0,76.0
27747,smoltjo01,1990,1,ATL,NL,14,11,34,34,6,2,0,694,206,99,20,90,170,0.24,3.85,3.0,14,1.0,3,966.0,0,109,9.0,8.0,16.0,231.33
27748,stantmi02,1990,1,ATL,NL,0,3,7,0,0,0,2,21,16,14,1,4,7,0.444,18.0,2.0,1,1.0,0,42.0,4,16,1.0,0.0,0.0,7.0
27749,stewada01,1990,1,OAK,AL,22,11,36,36,11,4,0,801,226,76,16,83,166,0.231,2.56,1.0,8,5.0,0,1088.0,0,84,10.0,10.0,23.0,267.0
27750,stiebda01,1990,1,TOR,AL,18,6,33,33,2,2,0,626,179,68,11,64,125,0.23,2.93,0.0,5,10.0,0,861.0,0,73,6.0,3.0,7.0,208.67
27751,stottme02,1990,1,KCA,AL,0,1,13,2,0,0,0,94,35,17,3,12,14,0.28,4.88,1.0,0,0.0,0,138.0,3,18,1.0,0.0,4.0,31.33
27752,stottto01,1990,1,TOR,AL,13,17,33,33,4,0,0,609,214,98,18,69,115,0.274,4.34,4.0,6,8.0,1,866.0,0,101,3.0,5.0,13.0,203.0
27753,sutclri01,1990,1,CHN,NL,0,2,5,5,0,0,0,64,25,14,2,12,7,0.305,5.91,0.0,4,0.0,0,97.0,0,14,1.0,2.0,2.0,21.33
27754,swanru01,1990,1,SFN,NL,0,1,2,1,0,0,0,7,6,1,0,4,1,0.429,3.86,0.0,1,0.0,0,18.0,0,4,0.0,0.0,0.0,2.33
27755,swanru01,1990,2,SEA,AL,2,3,11,8,0,0,0,141,42,19,3,18,15,0.244,3.64,2.0,0,0.0,1,195.0,0,22,2.0,3.0,9.0,47.0
27756,swiftbi02,1990,1,SEA,AL,6,4,55,8,0,0,6,384,135,34,4,21,42,0.272,2.39,6.0,8,7.0,3,533.0,18,46,5.0,4.0,17.0,128.0
27757,swindgr01,1990,1,CLE,AL,12,9,34,34,3,0,0,644,245,105,27,47,135,0.288,4.4,2.0,3,1.0,2,912.0,0,110,8.0,6.0,14.0,214.67
27758,tananfr01,1990,1,DET,AL,9,8,34,29,1,0,1,529,190,104,25,66,114,0.28,5.31,7.0,5,9.0,1,763.0,4,104,3.0,7.0,14.0,176.33
27759,tapanke01,1990,1,MIN,AL,12,8,28,28,1,1,0,478,164,72,12,29,101,0.264,4.07,2.0,1,2.0,0,659.0,0,75,3.0,4.0,9.0,159.33
27760,taylodo01,1990,1,BAL,AL,0,1,4,0,0,0,0,11,4,1,0,2,4,0.25,2.45,0.0,1,0.0,0,18.0,2,3,0.0,0.0,0.0,3.67
27761,telfoan01,1990,1,BAL,AL,3,3,8,8,0,0,0,109,43,20,4,19,20,0.295,4.95,0.0,1,1.0,0,168.0,0,22,0.0,2.0,1.0,36.33
27762,terrewa01,1990,1,PIT,NL,2,7,16,16,0,0,0,248,98,54,13,33,34,0.295,5.88,1.0,7,4.0,2,377.0,0,59,6.0,2.0,11.0,82.67
27763,terrewa01,1990,2,DET,AL,6,4,13,12,0,0,0,226,86,38,7,24,30,0.29,4.54,3.0,0,8.0,0,333.0,0,39,3.0,1.0,10.0,75.33
27764,terrysc01,1990,1,SLN,NL,2,6,50,2,0,0,2,216,75,38,7,27,35,0.264,4.75,5.0,2,4.0,0,323.0,26,45,3.0,5.0,1.0,72.0
27765,tewksbo01,1990,1,SLN,NL,10,9,28,20,3,2,1,436,151,56,7,15,50,0.267,3.47,3.0,2,3.0,0,595.0,1,67,5.0,7.0,9.0,145.33
27766,thigpbo01,1990,1,CHA,AL,4,6,77,0,0,0,57,266,60,18,5,32,70,0.195,1.83,3.0,2,1.0,0,347.0,73,20,4.0,3.0,12.0,88.67
27767,thompri01,1990,1,MON,NL,0,0,1,0,0,0,0,3,1,0,0,0,0,0.25,0.0,0.0,0,0.0,0,4.0,1,0,0.0,0.0,0.0,1.0
27768,thurmma01,1990,1,SFN,NL,2,3,43,0,0,0,4,170,53,21,6,18,24,0.257,3.34,3.0,1,0.0,0,238.0,16,26,8.0,6.0,5.0,56.67
27769,tibbsja01,1990,1,BAL,AL,2,7,10,10,0,0,0,152,55,32,8,14,23,0.279,5.68,1.0,2,0.0,0,215.0,0,34,2.0,2.0,5.0,50.67
27770,tibbsja01,1990,2,PIT,NL,1,0,5,0,0,0,0,21,7,2,0,2,4,0.259,2.57,0.0,0,0.0,0,29.0,3,2,0.0,0.0,1.0,7.0
27771,tomlira01,1990,1,PIT,NL,4,4,12,12,2,0,0,233,62,22,5,12,42,0.221,2.55,1.0,1,1.0,3,297.0,0,24,2.0,2.0,5.0,77.67
27772,tudorjo01,1990,1,SLN,NL,12,4,25,22,1,1,0,439,120,39,10,30,63,0.225,2.4,4.0,0,2.0,0,575.0,0,48,8.0,1.0,7.0,146.33
27773,valdeef01,1990,1,CLE,AL,1,1,13,0,0,0,0,71,20,8,2,14,13,0.233,3.04,3.0,1,0.0,0,104.0,4,10,1.0,3.0,1.0,23.67
27774,valdera01,1990,1,SDN,NL,0,1,3,0,0,0,0,17,11,7,4,2,3,0.393,11.12,0.0,0,0.0,0,30.0,2,7,0.0,0.0,0.0,5.67
27775,valdese01,1990,1,ATL,NL,0,0,6,0,0,0,0,16,6,4,0,3,3,0.273,6.75,0.0,1,0.0,0,26.0,3,4,1.0,0.0,1.0,5.33
27776,valdese01,1990,2,CLE,AL,6,6,24,13,0,0,0,307,109,54,17,35,63,0.276,4.75,2.0,3,1.0,0,440.0,4,62,4.0,5.0,9.0,102.33
27777,valenfe01,1990,1,LAN,NL,13,13,33,33,5,2,0,612,223,104,19,77,115,0.276,4.59,4.0,13,0.0,1,900.0,0,112,11.0,4.0,9.0,204.0
27778,valerju01,1990,1,NYN,NL,1,1,3,3,0,0,0,39,20,10,1,7,4,0.351,6.92,0.0,0,0.0,0,64.0,0,11,0.0,0.0,1.0,13.0
27779,veresra01,1990,1,ML4,AL,0,3,26,0,0,0,1,125,38,17,5,16,16,0.247,3.67,3.0,3,1.0,0,175.0,12,17,2.0,2.0,4.0,41.67
27780,violafr01,1990,1,NYN,NL,20,12,35,35,7,3,0,749,227,74,15,60,182,0.242,2.67,2.0,11,2.0,0,1016.0,0,83,13.0,3.0,17.0,249.67
27781,vosbeed01,1990,1,SFN,NL,1,1,18,0,0,0,0,73,21,15,3,12,12,0.233,5.55,2.0,0,0.0,0,104.0,5,16,2.0,0.0,2.0,24.33
27782,wagnehe02,1990,1,KCA,AL,0,2,5,5,0,0,0,70,32,21,4,11,14,0.323,8.1,1.0,3,0.0,0,112.0,0,24,0.0,2.0,3.0,23.33
27783,walkbo01,1990,1,PIT,NL,7,5,26,24,1,1,1,389,136,54,17,36,73,0.27,3.75,2.0,5,4.0,3,549.0,1,59,3.0,3.0,6.0,129.67
27784,walkemi01,1990,1,CLE,AL,2,6,18,11,0,0,0,227,82,41,6,42,34,0.277,4.88,4.0,3,6.0,1,350.0,2,49,4.0,2.0,11.0,75.67
27785,walshda01,1990,1,LAN,NL,1,0,20,0,0,0,1,49,15,7,1,6,15,0.242,3.86,1.0,1,0.0,1,70.0,7,12,1.0,1.0,0.0,16.33
27786,wapnist01,1990,1,DET,AL,0,0,4,0,0,0,0,21,8,5,0,10,6,0.296,6.43,0.0,0,0.0,0,37.0,1,5,0.0,0.0,1.0,7.0
27787,wardco02,1990,1,CLE,AL,1,3,22,0,0,0,1,108,31,17,3,21,23,0.238,4.25,4.0,6,1.0,0,158.0,7,17,4.0,2.0,3.0,36.0
27788,warddu01,1990,1,TOR,AL,2,8,73,0,0,0,11,383,101,49,9,42,112,0.221,3.45,10.0,5,1.0,0,508.0,39,51,6.0,2.0,14.0,127.67
27789,waynega01,1990,1,MIN,AL,1,1,38,0,0,0,1,116,38,18,5,13,28,0.255,4.19,0.0,4,1.0,0,166.0,12,19,1.0,2.0,4.0,38.67
27790,wegmabi01,1990,1,ML4,AL,2,2,8,5,1,1,0,89,37,16,6,6,20,0.298,4.85,1.0,0,0.0,0,132.0,0,21,1.0,1.0,2.0,29.67
27791,welchbo01,1990,1,OAK,AL,27,6,35,35,2,2,0,714,214,78,26,77,127,0.242,2.95,4.0,2,5.0,2,979.0,0,90,6.0,5.0,25.0,238.0
